Source,Target
p14627,t698
p14627,t1547
p14627,t421
p14627,t6347
p14627,t6348
p14627,t3212
p14627,t1300
p14627,t6349
p14627,t2153
p14627,t2152
p14627,t6350
p14627,t2397
p14627,t6351
p14627,t2359
p14627,t5661
p14627,t2157
p14627,u9586
p14628,t6350
p14628,t5639
p14628,t526
p14628,t2397
p14628,t2183
p14628,t298
p14628,u9587
p14629,t2153
p14629,u9587
p14630,t2183
p14630,t1145
p14630,t23238
p14630,t526
p14630,u9588
p14631,t3052
p14631,t101
p14631,t9360
p14631,t2206
p14631,t526
p14631,t5639
p14631,t886
p14631,t12
p14631,u9588
p14632,t23239
p14632,t2128
p14632,t2625
p14632,t16277
p14632,t101
p14632,t526
p14632,t1041
p14632,t298
p14632,t10220
p14632,t42
p14632,u9589
p14633,t526
p14633,t23240
p14633,t18
p14633,t62
p14633,t15950
p14633,t15824
p14633,t23241
p14633,t389
p14633,u9590
p14634,t23224
p14634,t526
p14634,t1024
p14634,u9590
p14635,t6350
p14635,t5736
p14635,t20653
p14635,t6406
p14635,t20651
p14635,t20652
p14635,t1
p14635,t526
p14635,t1956
p14635,u9590
p14636,t526
p14636,t428
p14636,t5147
p14636,t23242
p14636,t2610
p14636,t654
p14636,u9591
p14637,t23243
p14637,t23244
p14637,t526
p14637,t23245
p14637,t2583
p14637,t23246
p14637,t23247
p14637,u9592
p14638,t1436
p14638,t101
p14638,t16108
p14638,t52
p14638,t12
p14638,t526
p14638,t9360
p14638,t3248
p14638,t54
p14638,t2
p14638,t15
p14638,t886
p14638,t57
p14638,t84
p14638,u9592
p14639,t7941
p14639,t23248
p14639,t4533
p14639,t13865
p14639,t7942
p14639,t23249
p14639,t5412
p14639,t515
p14639,t119
p14639,t526
p14639,t23250
p14639,t9555
p14639,t5
p14639,t1052
p14639,t977
p14639,t23251
p14639,t9375
p14639,t2787
p14639,t23252
p14639,t21935
p14639,u9593
p14640,t523
p14640,t15442
p14640,t14326
p14640,t106
p14640,t137
p14640,t2183
p14640,t12
p14640,t101
p14640,t526
p14640,t3629
p14640,t2179
p14640,u9593
p14641,t526
p14641,t10512
p14641,t990
p14641,t10471
p14641,t9366
p14641,t9235
p14641,t5056
p14641,t69
p14641,t1547
p14641,t23253
p14641,u9593
p14642,t62
p14642,t23254
p14642,t526
p14642,t42
p14642,u9594
p14643,t526
p14643,t1300
p14643,t2352
p14643,t1126
p14643,t5147
p14643,t14419
p14643,t23237
p14643,u9595
p14644,t2128
p14644,t5689
p14644,t11944
p14644,t8445
p14644,t526
p14644,u9596
p14645,t526
p14645,t23255
p14645,t23246
p14645,t23243
p14645,t5749
p14645,t2583
p14645,u9596
p14646,t14312
p14646,t14313
p14646,t14314
p14646,t7507
p14646,t526
p14646,t2180
p14646,t1127
p14646,t4254
p14646,t653
p14646,u9596
p14647,t23256
p14647,t2183
p14647,t942
p14647,t526
p14647,u9596
p14648,t526
p14648,t23224
p14648,t23257
p14648,t1300
p14648,t45
p14648,t1041
p14648,t3904
p14648,t23258
p14648,t16176
p14648,t22
p14648,u9596
p14649,t21676
p14649,t192
p14649,t2184
p14649,t12881
p14649,t526
p14649,t3
p14649,t2185
p14649,u9597
p14650,t1547
p14650,t4244
p14650,t13412
p14650,t18488
p14650,t1579
p14650,t6372
p14650,t421
p14650,t526
p14650,t8297
p14650,t18489
p14650,t18421
p14650,t5811
p14650,t2183
p14650,t14624
p14650,t2152
p14650,t5809
p14650,t18490
p14650,t18491
p14650,t3249
p14650,t3178
p14650,u9597
p14651,t526
p14651,u9598
p14652,t526
p14652,t2307
p14652,t23259
p14652,t16671
p14652,t2610
p14652,u9599
p14653,t72
p14653,t526
p14653,t22222
p14653,t653
p14653,t1593
p14653,t8209
p14653,t9531
p14653,t21841
p14653,t2183
p14653,t14577
p14653,u9599
p14654,t23237
p14654,t16671
p14654,t2610
p14654,t526
p14654,t72
p14654,t9531
p14654,u9600
p14655,t175
p14655,t9217
p14655,t176
p14655,t139
p14655,t1
p14655,t101
p14655,t526
p14655,t338
p14655,t2
p14655,t523
p14655,t9218
p14655,t9219
p14655,t178
p14655,t2624
p14655,t3822
p14655,t103
p14655,t1000
p14655,t9220
p14655,t9221
p14655,u9600
p14656,t23260
p14656,t61
p14656,t526
p14656,t119
p14656,u9601
p14657,t526
p14657,t9445
p14657,t4869
p14657,t22222
p14657,t23230
p14657,u9602
p14658,t526
p14658,t23261
p14658,t23262
p14658,t23263
p14658,t812
p14658,t13150
p14658,t1859
p14658,u9602
p14659,t526
p14659,t23264
p14659,t23237
p14659,t2610
p14659,t5018
p14659,t16671
p14659,t5147
p14659,t16042
p14659,t2993
p14659,t23265
p14659,u9603
p14660,t8209
p14660,t526
p14660,t2183
p14660,u9603
p14661,t16172
p14661,t101
p14661,t1410
p14661,t7557
p14661,t11545
p14661,t4896
p14661,t940
p14661,t10525
p14661,t8133
p14661,t2194
p14661,t42
p14661,u9603
p14662,t526
p14662,t23266
p14662,t16039
p14662,u9603
p14663,t526
p14663,t23267
p14663,t2
p14663,t1438
p14663,t1300
p14663,t1044
p14663,t22
p14663,t143
p14663,u9604
p14664,t1
p14664,t176
p14664,t2168
p14664,t101
p14664,t175
p14664,t3384
p14664,t139
p14664,t3385
p14664,t526
p14664,t2624
p14664,u9604
p14665,t23268
p14665,t526
p14665,t175
p14665,t176
p14665,t101
p14665,t2179
p14665,u9605
p14666,t23269
p14666,t526
p14666,t9445
p14666,u9606
p14667,t3084
p14667,t23270
p14667,t526
p14667,t1584
p14667,t16473
p14667,t42
p14667,u9607
p14668,t61
p14668,t816
p14668,t24
p14668,t817
p14668,t818
p14668,t8
p14668,t11
p14668,t819
p14668,t820
p14668,t103
p14668,t15
p14668,t526
p14668,t10
p14668,t295
p14668,u9607
p14669,t216
p14669,t1
p14669,t101
p14669,t2095
p14669,t521
p14669,t35
p14669,t214
p14669,t467
p14669,t357
p14669,t15
p14669,t14
p14669,t100
p14669,t13824
p14669,t2837
p14669,t2391
p14669,t2880
p14669,t3139
p14669,t338
p14669,t526
p14669,t3214
p14669,u9607
p14670,t16178
p14670,t12
p14670,t436
p14670,t895
p14670,u9607
p14671,t526
p14671,t1144
p14671,t16042
p14671,t1300
p14671,t1145
p14671,t23271
p14671,u9607
p14672,t23272
p14672,t23224
p14672,t526
p14672,t1300
p14672,t62
p14672,t23271
p14672,t16
p14672,t515
p14672,u9608
p14673,t526
p14673,t8
p14673,t307
p14673,t22222
p14673,t16671
p14673,t2610
p14673,t2059
p14673,u9608
p14674,t526
p14674,t1195
p14674,t131
p14674,t1828
p14674,t124
p14674,t15427
p14674,t18
p14674,t22222
p14674,t16020
p14674,t70
p14674,t23273
p14674,t33
p14674,u9609
p14675,t9442
p14675,t526
p14675,t9443
p14675,t9444
p14675,t9445
p14675,t103
p14675,t8514
p14675,t8513
p14675,u9609
p14676,t526
p14676,t2610
p14676,t14993
p14676,t15340
p14676,t23237
p14676,t5147
p14676,u9610
p14677,t21595
p14677,t526
p14677,t16671
p14677,t3505
p14677,t15969
p14677,u9610
p14678,t23274
p14678,t526
p14678,t23237
p14678,u9611
p14679,t61
p14679,t19549
p14679,t209
p14679,t23275
p14679,u9611
p14680,t2180
p14680,t1827
p14680,t4254
p14680,t14294
p14680,t1039
p14680,t4366
p14680,t2183
p14680,t4367
p14680,t526
p14680,t1881
p14680,t14332
p14680,u9611
p14681,t526
p14681,t23276
p14681,t2625
p14681,t1623
p14681,u9612
p14682,t3052
p14682,t526
p14682,t5643
p14682,t4040
p14682,t3153
p14682,t2183
p14682,t14352
p14682,u9613
p14683,t1039
p14683,t9519
p14683,t4367
p14683,t2183
p14683,t526
p14683,t1144
p14683,t8435
p14683,t4254
p14683,t1156
p14683,t167
p14683,t2180
p14683,t9520
p14683,t653
p14683,t1690
p14683,t4366
p14683,t1827
p14683,t9521
p14683,t103
p14683,t9522
p14683,t888
p14683,u9613
p14684,t7540
p14684,t2974
p14684,t1278
p14684,t23277
p14684,t307
p14684,t526
p14684,t23278
p14684,t22042
p14684,t8193
p14684,t5004
p14684,t23279
p14684,t23280
p14684,t8002
p14684,t23281
p14684,u9614
p14685,t526
p14685,t2120
p14685,t23282
p14685,t2610
p14685,t2122
p14685,u9615
p14686,t62
p14686,t526
p14686,t16089
p14686,u9616
p14687,t1039
p14687,t101
p14687,t526
p14687,t16042
p14687,t2625
p14687,t14416
p14687,t298
p14687,t13232
p14687,t14385
p14687,u9617
p14688,t3210
p14688,t2183
p14688,t6176
p14688,t3178
p14688,t1462
p14688,t526
p14688,t1
p14688,u9618
p14689,t526
p14689,t3091
p14689,t72
p14689,t137
p14689,t7754
p14689,t2149
p14689,t298
p14689,t1039
p14689,u9619
p14690,t2147
p14690,t526
p14690,t101
p14690,t23283
p14690,t2148
p14690,t2149
p14690,t1591
p14690,t5043
p14690,t23284
p14690,u9620
p14691,t526
p14691,t101
p14691,t2359
p14691,t14335
p14691,t14336
p14691,t1832
p14691,t2183
p14691,t2180
p14691,u9620
p14692,t1622
p14692,t526
p14692,t3
p14692,u9621
p14693,t526
p14693,t1593
p14693,t2610
p14693,t5147
p14693,t23265
p14693,t14419
p14693,t23285
p14693,t23237
p14693,t72
p14693,u9621
p14694,t2264
p14694,t14012
p14694,t16457
p14694,t23286
p14694,t2247
p14694,t23287
p14694,t7
p14694,t1115
p14694,t526
p14694,u9622
p14695,t23288
p14695,t23217
p14695,t2429
p14695,t23242
p14695,t526
p14695,t42
p14695,u9623
p14696,t16
p14696,t45
p14696,t23289
p14696,t23290
p14696,t526
p14696,t1646
p14696,t23291
p14696,u9624
p14697,t526
p14697,t52
p14697,u9624
p14698,t1436
p14698,t3
p14698,t12
p14698,t526
p14698,t9308
p14698,t101
p14698,t42
p14698,t8475
p14698,u9624
p14699,t9445
p14699,t1467
p14699,t175
p14699,t526
p14699,t9442
p14699,u9624
p14700,t526
p14700,t1300
p14700,t1989
p14700,t16748
p14700,t14394
p14700,t3505
p14700,t23292
p14700,t23293
p14700,t23264
p14700,t23229
p14700,t16042
p14700,t15929
p14700,t5147
p14700,t9737
p14700,t23294
p14700,t5043
p14700,u9624
p14701,t10462
p14701,t298
p14701,t2625
p14701,t23295
p14701,t23296
p14701,t16042
p14701,t1859
p14701,t42
p14701,u9624
p14702,t526
p14702,t72
p14702,t654
p14702,t653
p14702,t16283
p14702,t9531
p14702,u9625
p14703,t23297
p14703,t13063
p14703,t526
p14703,u9626
p14704,t526
p14704,t8857
p14704,u9627
p14705,t1066
p14705,t526
p14705,t23298
p14705,u9627
p14706,t2134
p14706,t1
p14706,t2
p14706,t2691
p14706,t379
p14706,t101
p14706,t521
p14706,t338
p14706,t2095
p14706,t1583
p14706,t526
p14706,t214
p14706,t467
p14706,t523
p14706,t2120
p14706,t337
p14706,t42
p14706,t2122
p14706,t612
p14706,t2020
p14706,u9627
p14707,t1236
p14707,t1583
p14707,t10356
p14707,t10716
p14707,u9628
p14708,t526
p14708,t23299
p14708,t3505
p14708,t2304
p14708,u9628
p14709,t5749
p14709,t23300
p14709,t23243
p14709,t2583
p14709,t23255
p14709,t526
p14709,t23301
p14709,t11806
p14709,u9629
p14710,t526
p14710,t2984
p14710,t23302
p14710,t23303
p14710,t8397
p14710,u9630
p14711,t2183
p14711,t23304
p14711,t23305
p14711,t23306
p14711,t18997
p14711,t526
p14711,t2625
p14711,t14313
p14711,u9631
p14712,t526
p14712,t4930
p14712,t17372
p14712,u9631
p14713,t23307
p14713,t23308
p14713,t7024
p14713,t7162
p14713,t23309
p14713,t526
p14713,t101
p14713,t1
p14713,u9631
p14714,t23310
p14714,t284
p14714,t23311
p14714,t12769
p14714,t2755
p14714,t12768
p14714,t23312
p14714,t3214
p14714,t23313
p14714,t3945
p14714,t526
p14714,t2094
p14714,t23314
p14714,t23315
p14714,t23316
p14714,t23317
p14714,t23318
p14714,t23319
p14714,t23320
p14714,t23321
p14714,u9632
p14715,t2857
p14715,t16551
p14715,t23322
p14715,t526
p14715,t20237
p14715,t784
p14715,u9633
p14716,t526
p14716,t23323
p14716,t8209
p14716,t23324
p14716,t298
p14716,t16042
p14716,u9634
p14717,t23325
p14717,t19028
p14717,t2931
p14717,t1065
p14717,t1236
p14717,t1456
p14717,t1182
p14717,u9635
p14718,t526
p14718,t17064
p14718,t13719
p14718,t4553
p14718,u9636
p14719,t2180
p14719,t14347
p14719,t2183
p14719,t101
p14719,t2627
p14719,t526
p14719,t4369
p14719,t14348
p14719,t1
p14719,t421
p14719,t6346
p14719,t14349
p14719,t14350
p14719,t14351
p14719,u9636
p14720,t526
p14720,t1300
p14720,t1617
p14720,u9637
p14721,t526
p14721,t1467
p14721,t3813
p14721,t23326
p14721,t9442
p14721,t1133
p14721,t8601
p14721,t13937
p14721,t4983
p14721,t3248
p14721,t23268
p14721,t23327
p14721,u9638
p14722,t526
p14722,t2583
p14722,t14780
p14722,t23247
p14722,t5999
p14722,u9639
p14723,t526
p14723,t2983
p14723,t1284
p14723,t23328
p14723,t23329
p14723,t21478
p14723,t23330
p14723,u9639
p14724,t42
p14724,t2095
p14724,t521
p14724,t101
p14724,t1
p14724,t2122
p14724,t2134
p14724,t2
p14724,t337
p14724,t467
p14724,t214
p14724,t12
p14724,t526
p14724,u9639
p14725,t62
p14725,t2106
p14725,t2105
p14725,t526
p14725,u9640
p14726,t526
p14726,t2183
p14726,t3052
p14726,t596
p14726,u9641
p14727,t23293
p14727,t390
p14727,t23331
p14727,t23332
p14727,t1300
p14727,t526
p14727,t475
p14727,t17461
p14727,t2610
p14727,u9641
p14728,t526
p14728,t23333
p14728,t5288
p14728,t23271
p14728,t23331
p14728,t515
p14728,t23334
p14728,t23237
p14728,t1145
p14728,t5147
p14728,t23335
p14728,t23336
p14728,t23337
p14728,t1575
p14728,t5074
p14728,t10164
p14728,u9642
p14729,t2183
p14729,t2359
p14729,t6588
p14729,t6584
p14729,t7173
p14729,t9533
p14729,t526
p14729,t101
p14729,t1
p14729,t2391
p14729,u9643
p14730,t1462
p14730,t421
p14730,t2153
p14730,t526
p14730,u9644
p14731,t526
p14731,t3355
p14731,t4731
p14731,t1688
p14731,t101
p14731,t2751
p14731,t8753
p14731,t9102
p14731,t12
p14731,u9644
p14732,t3
p14732,t23338
p14732,t1859
p14732,t526
p14732,u9645
p14733,t526
p14733,t2173
p14733,t16176
p14733,t2179
p14733,t23339
p14733,t9442
p14733,t13719
p14733,u9646
p14734,t1302
p14734,t9555
p14734,t4532
p14734,t4533
p14734,t7942
p14734,t345
p14734,t526
p14734,t1
p14734,t515
p14734,t119
p14734,t23248
p14734,t23249
p14734,t13865
p14734,t1297
p14734,t5
p14734,t13097
p14734,t1052
p14734,t5412
p14734,t13135
p14734,t23251
p14734,u9646
p14735,t526
p14735,t23340
p14735,t952
p14735,u9647
p14736,t6263
p14736,t421
p14736,t6262
p14736,t526
p14736,t2183
p14736,t14312
p14736,t14564
p14736,u9647
p14737,t526
p14737,t791
p14737,t20453
p14737,t23341
p14737,t23342
p14737,t23343
p14737,t23217
p14737,u9648
p14738,t23344
p14738,t9237
p14738,t23345
p14738,t23346
p14738,t3216
p14738,t1985
p14738,t23347
p14738,t23348
p14738,t20239
p14738,t23339
p14738,t23349
p14738,t23350
p14738,t23351
p14738,t23352
p14738,t23353
p14738,t2146
p14738,t23354
p14738,t23355
p14738,t23356
p14738,t23357
p14738,u9649
p14739,t2134
p14739,t1552
p14739,t2196
p14739,t426
p14739,t2135
p14739,t526
p14739,t42
p14739,u9649
p14740,t526
p14740,t23358
p14740,t167
p14740,t72
p14740,t5306
p14740,t298
p14740,t3505
p14740,u9650
p14741,t15
p14741,t2610
p14741,t2611
p14741,t14993
p14741,u9651
p14742,t23359
p14742,t1617
p14742,t23360
p14742,t1031
p14742,t23219
p14742,t282
p14742,t1309
p14742,t8195
p14742,t526
p14742,u9652
p14743,t101
p14743,t2183
p14743,t526
p14743,u9652
p14744,t21731
p14744,t1593
p14744,t23361
p14744,t526
p14744,u9653
p14745,t10220
p14745,t21731
p14745,t526
p14745,t9445
p14745,t4022
p14745,t2430
p14745,t23362
p14745,u9653
p14746,t526
p14746,t1733
p14746,t3360
p14746,t23363
p14746,t101
p14746,t176
p14746,t9217
p14746,u9654
p14747,t526
p14747,t2183
p14747,t23237
p14747,t16671
p14747,t2610
p14747,u9654
p14748,t2180
p14748,t101
p14748,u9654
p14749,t7827
p14749,t7828
p14749,t7829
p14749,t7830
p14749,t7831
p14749,t7832
p14749,t7833
p14749,t7834
p14749,t7835
p14749,t7836
p14749,t7837
p14749,t7838
p14749,t7839
p14749,t7840
p14749,t4288
p14749,t7841
p14749,t7842
p14749,t7843
p14749,t7844
p14749,t2076
p14749,u9654
p14750,t23364
p14750,t15112
p14750,t14175
p14750,t23365
p14750,t22430
p14750,u9655
p14751,t2117
p14751,t14
p14751,t214
p14751,t2094
p14751,t101
p14751,t1
p14751,t337
p14751,t2
p14751,t12
p14751,t467
p14751,t1157
p14751,t357
p14751,t523
p14751,t526
p14751,t16504
p14751,t4459
p14751,u9655
p14752,t23366
p14752,t23367
p14752,t6584
p14752,t2183
p14752,t23368
p14752,t6588
p14752,t1
p14752,t526
p14752,t11701
p14752,t23369
p14752,u9656
p14753,t10111
p14753,t1282
p14753,t107
p14753,t3758
p14753,t6588
p14753,t10112
p14753,t526
p14753,t103
p14753,t10113
p14753,t2365
p14753,t10114
p14753,t10115
p14753,t10116
p14753,t10117
p14753,t1014
p14753,u9656
p14754,t62
p14754,t101
p14754,t2450
p14754,t3
p14754,t12
p14754,t526
p14754,u9656
p14755,t4161
p14755,t2154
p14755,t2153
p14755,t526
p14755,t2489
p14755,t2610
p14755,t14846
p14755,t1579
p14755,t18562
p14755,t421
p14755,u9656
p14756,t2625
p14756,t5732
p14756,t1881
p14756,t526
p14756,u9657
p14757,t11386
p14757,t10352
p14757,t2183
p14757,t4254
p14757,t886
p14757,t6346
p14757,t526
p14757,t1584
p14757,t23370
p14757,t23371
p14757,t14399
p14757,t7014
p14757,t23372
p14757,t14316
p14757,u9657
p14758,t526
p14758,t61
p14758,t511
p14758,t2610
p14758,t501
p14758,u9658
p14759,t23224
p14759,t3904
p14759,t4229
p14759,t2247
p14759,t101
p14759,t526
p14759,t3
p14759,t2594
p14759,u9658
p14760,t526
p14760,t23285
p14760,t7241
p14760,t3204
p14760,t12019
p14760,t23237
p14760,u9659
p14761,t2183
p14761,t10218
p14761,t4367
p14761,t526
p14761,t421
p14761,t3258
p14761,t1144
p14761,t2736
p14761,t8
p14761,t9
p14761,t2075
p14761,t4366
p14761,t167
p14761,t1156
p14761,t4254
p14761,t4369
p14761,t103
p14761,t10219
p14761,t10220
p14761,t9351
p14761,u9659
p14762,t14544
p14762,t526
p14762,t3408
p14762,u9659
p14763,t526
p14763,t2359
p14763,t23373
p14763,u9659
p14764,t526
p14764,t23293
p14764,t659
p14764,t2625
p14764,t791
p14764,t904
p14764,t1432
p14764,u9660
p14765,t2449
p14765,t1039
p14765,t14639
p14765,t10218
p14765,t2183
p14765,t6350
p14765,t526
p14765,t10462
p14765,t9533
p14765,t23374
p14765,u9660
p14766,t526
p14766,t18
p14766,t2657
p14766,t1126
p14766,t5246
p14766,t3435
p14766,t1353
p14766,u9661
p14767,t10972
p14767,t526
p14767,t5898
p14767,u9662
p14768,t526
p14768,t23375
p14768,t4320
p14768,t141
p14768,t1795
p14768,u9663
p14769,t9442
p14769,t9445
p14769,t103
p14769,t526
p14769,t9444
p14769,u9663
p14770,t23376
p14770,t526
p14770,t8200
p14770,t2181
p14770,t15950
p14770,t961
p14770,u9664
p14771,t2623
p14771,t101
p14771,t526
p14771,t23377
p14771,t23378
p14771,t2625
p14771,t4998
p14771,u9665
p14772,t526
p14772,t2611
p14772,t2610
p14772,u9665
p14773,t526
p14773,t9442
p14773,t9445
p14773,u9666
p14774,t23379
p14774,t526
p14774,t2194
p14774,t23380
p14774,t677
p14774,u9667
p14775,t526
p14775,t7736
p14775,t1579
p14775,t19726
p14775,t42
p14775,u9668
p14776,t13628
p14776,t526
p14776,t23228
p14776,t2983
p14776,t20162
p14776,t4553
p14776,t9442
p14776,t23381
p14776,u9668
p14777,t23382
p14777,t526
p14777,t15966
p14777,t17064
p14777,t2610
p14777,t3235
p14777,u9669
p14778,t16625
p14778,t561
p14778,t16626
p14778,t4132
p14778,t2378
p14778,t101
p14778,t2179
p14778,t12
p14778,t526
p14778,u9669
p14779,t526
p14779,t9533
p14779,t14382
p14779,t23383
p14779,t23384
p14779,t23385
p14779,t2669
p14779,u9669
p14780,t22222
p14780,t8
p14780,t3
p14780,t11
p14780,t13
p14780,t16
p14780,t307
p14780,t99
p14780,t526
p14780,u9669
p14781,t2183
p14781,t596
p14781,t526
p14781,t3052
p14781,u9669
p14782,t1432
p14782,t526
p14782,t10
p14782,u9669
p14783,t2610
p14783,t526
p14783,t2600
p14783,t1156
p14783,t1039
p14783,t2183
p14783,t8209
p14783,t2380
p14783,t3038
p14783,t23333
p14783,t23386
p14783,t23387
p14783,u9670
p14784,t20453
p14784,t526
p14784,t23388
p14784,t15969
p14784,t23254
p14784,t23389
p14784,t23390
p14784,t23391
p14784,t23392
p14784,t23393
p14784,u9670
p14785,t9445
p14785,t9442
p14785,t1232
p14785,t526
p14785,t23394
p14785,u9670
p14786,t23395
p14786,t23396
p14786,t526
p14786,t16020
p14786,u9671
p14787,t526
p14787,t661
p14787,t23397
p14787,u9672
p14788,t23237
p14788,u9672
p14789,t526
p14789,t4067
p14789,u9673
p14790,t12
p14790,t2179
p14790,t4519
p14790,t4204
p14790,t214
p14790,t2
p14790,t4520
p14790,t4521
p14790,t467
p14790,t521
p14790,t524
p14790,t482
p14790,t101
p14790,t526
p14790,u9673
p14791,t526
p14791,t3111
p14791,t2610
p14791,t2607
p14791,t2617
p14791,t2614
p14791,t15969
p14791,t23398
p14791,t2601
p14791,t596
p14791,t23399
p14791,t2600
p14791,t2615
p14791,u9674
p14792,t526
p14792,t5576
p14792,t2676
p14792,u9674
p14793,t103
p14793,t22222
p14793,t8
p14793,t22292
p14793,u9674
p14794,t526
p14794,t2122
p14794,t1915
p14794,t745
p14794,t458
p14794,u9675
p14795,t526
p14795,t22222
p14795,t8
p14795,t46
p14795,t22299
p14795,u9675
p14796,t23400
p14796,t9442
p14796,t4040
p14796,t23401
p14796,t526
p14796,t23226
p14796,u9675
p14797,t2625
p14797,t23293
p14797,t62
p14797,t526
p14797,u9676
p14798,t423
p14798,t23402
p14798,t23403
p14798,t526
p14798,t1213
p14798,t6
p14798,t7611
p14798,t7574
p14798,t418
p14798,t23404
p14798,t23405
p14798,t419
p14798,t1225
p14798,t599
p14798,t593
p14798,u9677
p14799,t526
p14799,t16
p14799,t1821
p14799,t782
p14799,t45
p14799,t2964
p14799,t46
p14799,t1361
p14799,t33
p14799,u9678
p14800,t1236
p14800,t1456
p14800,t526
p14800,u9679
p14801,t101
p14801,t2117
p14801,t379
p14801,t2610
p14801,t12636
p14801,t526
p14801,t523
p14801,t23406
p14801,t2447
p14801,t23407
p14801,t23408
p14801,t23409
p14801,t23410
p14801,t23411
p14801,t23412
p14801,u9680
p14802,t764
p14802,t526
p14802,u9681
p14803,t526
p14803,t7490
p14803,u9682
p14804,t526
p14804,t22222
p14804,t1066
p14804,t23258
p14804,t14647
p14804,t2149
p14804,t16035
p14804,t3169
p14804,t1372
p14804,t62
p14804,t2669
p14804,t19109
p14804,t2683
p14804,t23413
p14804,t886
p14804,t2102
p14804,t3038
p14804,t1032
p14804,u9683
p14805,t13268
p14805,t526
p14805,t23414
p14805,t2183
p14805,t5056
p14805,t14313
p14805,t14369
p14805,t1039
p14805,t4368
p14805,t1282
p14805,t23415
p14805,t471
p14805,t1646
p14805,t14577
p14805,t23416
p14805,t5310
p14805,t17714
p14805,u9684
p14806,t3
p14806,t526
p14806,t23417
p14806,u9685
p14807,t526
p14807,t13719
p14807,t1353
p14807,t1579
p14807,t766
p14807,u9685
p14808,t23418
p14808,t526
p14808,t62
p14808,t2106
p14808,t23229
p14808,t2610
p14808,u9686
p14809,t526
p14809,t2607
p14809,t2601
p14809,t21595
p14809,u9687
p14810,t10220
p14810,t23419
p14810,t4067
p14810,t7542
p14810,t23420
p14810,t526
p14810,t9445
p14810,u9687
p14811,t389
p14811,t1784
p14811,t101
p14811,t526
p14811,t1788
p14811,u9687
p14812,t526
p14812,t22222
p14812,t1066
p14812,t2173
p14812,t3169
p14812,t2834
p14812,t16176
p14812,t12930
p14812,t1372
p14812,t3038
p14812,t23421
p14812,t1733
p14812,t45
p14812,t1258
p14812,t7201
p14812,t23236
p14812,t23265
p14812,t23422
p14812,t23423
p14812,t23424
p14812,u9688
p14813,t4553
p14813,t11259
p14813,t143
p14813,t4140
p14813,t101
p14813,t16852
p14813,t2195
p14813,t5214
p14813,t8380
p14813,t1
p14813,t9360
p14813,t12
p14813,t526
p14813,t523
p14813,t338
p14813,t63
p14813,t14975
p14813,t16853
p14813,t16854
p14813,u9688
p14814,t23425
p14814,t1780
p14814,u9688
p14815,t23426
p14815,t526
p14815,t23427
p14815,t23428
p14815,u9689
p14816,t526
p14816,t23429
p14816,u9689
p14817,t526
p14817,t175
p14817,t2784
p14817,t176
p14817,t77
p14817,t1483
p14817,t4782
p14817,t22019
p14817,t23430
p14817,t23431
p14817,t23432
p14817,t23228
p14817,t9442
p14817,u9690
p14818,t101
p14818,t12
p14818,t526
p14818,t3
p14818,t3169
p14818,t2834
p14818,t15906
p14818,t16892
p14818,t16176
p14818,t16893
p14818,u9690
p14819,t15430
p14819,t23433
p14819,t16042
p14819,t22222
p14819,t526
p14819,t25
p14819,t23434
p14819,u9691
p14820,t4567
p14820,t4568
p14820,t4569
p14820,t4570
p14820,t4571
p14820,t4572
p14820,t4573
p14820,t4574
p14820,t4575
p14820,t4576
p14820,t4577
p14820,t4578
p14820,t4579
p14820,t4580
p14820,t4581
p14820,u9691
p14821,t526
p14821,t9445
p14821,t23435
p14821,u9691
p14822,t526
p14822,t23434
p14822,t5147
p14822,t23264
p14822,t69
p14822,t18810
p14822,t3346
p14822,t2304
p14822,t6586
p14822,t2600
p14822,u9692
p14823,t2359
p14823,t2183
p14823,t526
p14823,t14666
p14823,t2627
p14823,t886
p14823,t10510
p14823,t14665
p14823,u9693
p14824,t526
p14824,t5147
p14824,t23229
p14824,t3214
p14824,u9694
p14825,t23436
p14825,t526
p14825,t11814
p14825,t764
p14825,t17461
p14825,t12913
p14825,u9695
p14826,t526
p14826,t62
p14826,t2450
p14826,t2669
p14826,t2676
p14826,t23437
p14826,t13719
p14826,t23434
p14826,t23230
p14826,u9696
p14827,t23438
p14827,t526
p14827,t101
p14827,t16750
p14827,t4229
p14827,t210
p14827,u9697
p14828,t2183
p14828,t526
p14828,t2776
p14828,t838
p14828,t3774
p14828,t127
p14828,t2723
p14828,t12853
p14828,t23439
p14828,t13590
p14828,t14352
p14828,t14353
p14828,t14312
p14828,t14564
p14828,t23440
p14828,t4813
p14828,t23441
p14828,u9698
p14829,t526
p14829,t23442
p14829,u9699
p14830,t526
p14830,t16089
p14830,t42
p14830,u9699
p14831,t526
p14831,t2607
p14831,t23386
p14831,t14910
p14831,t15112
p14831,t2601
p14831,t23364
p14831,t2617
p14831,t15969
p14831,t23392
p14831,t2610
p14831,u9700
p14832,t526
p14832,t23216
p14832,t18044
p14832,u9701
p14833,t9445
p14833,t526
p14833,t103
p14833,t8562
p14833,u9702
p14834,t389
p14834,t526
p14834,t23293
p14834,t5147
p14834,t23331
p14834,t212
p14834,t101
p14834,t23443
p14834,t16089
p14834,t17506
p14834,t390
p14834,u9703
p14835,t526
p14835,t2183
p14835,t23253
p14835,t69
p14835,t23444
p14835,t4367
p14835,t1547
p14835,t23445
p14835,t18997
p14835,t2129
p14835,t1462
